股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
301,2024-02-26,22.97054025,22.9490925,23.31370425,22.906197,16218225.0,174382331.33,1.77,-0.02,0.295,-0.0934
301,2024-02-27,22.88474925,22.906197,23.09922675,22.6917195,23433216.0,249393154.43,1.78,-0.04,0.4263,-0.1869
301,2024-02-28,22.84185375,22.5201375,23.3780475,22.5201375,22429023.0,240032073.08,3.75,-0.39,0.408,-1.6854
301,2024-02-29,22.4343465,22.5201375,22.734615,22.30566,25335111.0,266386441.23,1.9,0.0,0.4609,0.0
301,2024-03-01,22.58448075,22.28421225,22.6917195,22.15552575,21845982.0,227718383.13,2.38,-0.24,0.3974,-1.0476
301,2024-03-04,22.28421225,22.0053915,22.45579425,21.9196005,16434819.0,169540808.84,2.41,-0.28,0.299,-1.2512
301,2024-03-05,22.0053915,22.2627645,22.3485555,21.89815275,19528159.0,201904367.73,2.05,0.26,0.3553,1.1696
301,2024-03-06,22.28421225,22.5201375,22.820406,22.24131675,23745492.0,249709093.25,2.6,0.26,0.432,1.1561
301,2024-03-07,22.58448075,22.37000325,22.6917195,22.2627645,13427710.0,140462681.4,1.9,-0.15,0.2443,-0.6667
301,2024-03-08,22.37000325,22.71316725,22.906197,22.32710775,16971731.0,179533699.67,2.59,0.34,0.3087,1.534
301,2024-03-11,22.79895825,22.92764475,23.09922675,22.4343465,20308037.0,215472021.52,2.93,0.21,0.3694,0.9443
301,2024-03-12,22.97054025,22.75606275,23.01343575,22.648824,13071575.0,138631490.56,1.59,-0.17,0.2378,-0.7484
301,2024-03-13,22.734615,22.30566,22.75606275,22.30566,13986328.0,146273374.34,1.98,-0.45,0.2544,-1.9793
301,2024-03-14,22.3485555,22.1769735,22.734615,22.06973475,15633165.0,162900000.3,2.98,-0.13,0.2844,-0.5769
301,2024-03-15,22.134078,22.37000325,22.391451,21.76946625,14616141.0,150613644.28,2.8,0.19,0.2659,0.8704
301,2024-03-18,22.3485555,22.41289875,22.477242,22.15552575,11793124.0,122708864.23,1.44,0.04,0.2145,0.1918
301,2024-03-19,22.41289875,22.6059285,22.75606275,22.30566,17151380.0,181048543.6,2.01,0.19,0.312,0.8612
301,2024-03-20,22.6917195,22.477242,22.71316725,22.30566,10672108.0,111804668.26,1.8,-0.13,0.1941,-0.5693
301,2024-03-21,22.45579425,22.1769735,22.49868975,22.11263025,11033410.0,114229113.05,1.72,-0.3,0.2007,-1.3359
301,2024-03-22,22.048287,21.5764365,22.1769735,21.51209325,15763838.0,159581867.37,3.0,-0.6,0.2868,-2.7079
301,2024-03-25,21.5764365,21.276168,21.81236175,21.25472025,13870900.0,138547790.65,2.58,-0.3,0.2523,-1.3917
301,2024-03-26,21.29761575,21.55498875,21.55498875,21.16892925,11148192.0,111015291.0,1.81,0.28,0.2028,1.3105
301,2024-03-27,21.42630225,21.08313825,21.51209325,21.08313825,8556123.0,84996864.62,1.99,-0.47,0.1557,-2.1891
301,2024-03-28,21.04024275,21.276168,21.44775,21.018795,10477424.0,103901192.8,2.03,0.19,0.1906,0.9156
301,2024-03-29,21.276168,21.619332,21.790914,21.190377,11895062.0,119915462.85,2.82,0.34,0.2164,1.6129
301,2024-04-01,21.68367525,21.790914,22.0053915,21.6622275,15978234.0,162836890.08,1.59,0.17,0.2907,0.7937
301,2024-04-02,21.8338095,22.28421225,22.3485555,21.76946625,18806951.0,194176768.05,2.66,0.49,0.3421,2.2638
301,2024-04-03,22.24131675,22.5201375,22.734615,22.1769735,20334332.0,213182574.6,2.5,0.24,0.3699,1.0587
301,2024-04-08,22.563033,22.3485555,22.8633015,22.32710775,17895282.0,188700327.88,2.38,-0.17,0.3255,-0.7619
301,2024-04-09,22.24131675,22.58448075,22.67027175,22.24131675,11684752.0,122762036.25,1.92,0.24,0.2126,1.0557
301,2024-04-10,22.62737625,22.6059285,22.7775105,22.49868975,13630892.0,143991311.42,1.23,0.02,0.248,0.095
301,2024-04-11,22.4343465,22.391451,22.6917195,22.219869,11631501.0,121658989.0,2.09,-0.21,0.2116,-0.9488
301,2024-04-12,22.3485555,22.134078,22.45579425,22.0911825,12450523.0,129287915.76,1.63,-0.26,0.2265,-1.1494
301,2024-04-15,22.15552575,22.1769735,22.45579425,21.89815275,15344277.0,158721838.58,2.52,0.04,0.2791,0.1938
301,2024-04-16,22.1769735,21.72657075,22.28421225,21.64077975,14272773.0,146079199.08,2.9,-0.45,0.2596,-2.0309
301,2024-04-17,21.72657075,22.41289875,22.41289875,21.705123,14197275.0,146385273.32,3.26,0.69,0.2583,3.1589
301,2024-04-18,22.477242,22.32710775,22.6059285,22.219869,11881700.0,124238663.0,1.72,-0.09,0.2161,-0.3828
301,2024-04-19,22.219869,22.2627645,22.45579425,22.15552575,11595076.0,120598004.68,1.34,-0.06,0.2109,-0.2882
301,2024-04-22,22.19842125,22.24131675,22.6059285,22.19842125,13631926.0,142337525.84,1.83,-0.02,0.248,-0.0963
301,2024-04-23,22.37000325,21.38340675,22.5201375,21.3190635,19759070.0,199153072.32,5.4,-0.86,0.3595,-3.8573
301,2024-04-24,21.34051125,21.790914,21.8338095,20.9758995,14068703.0,140651866.8,4.01,0.41,0.2559,1.9057
301,2024-04-25,21.64077975,21.6622275,22.0911825,21.59788425,12631674.0,128661827.38,2.26,-0.13,0.2298,-0.5906
301,2024-04-26,21.46919775,21.21182475,21.64077975,20.56839225,26840023.0,262864819.05,4.95,-0.45,0.4883,-2.0792
301,2024-04-29,21.1474815,22.219869,22.32710775,21.08313825,28728165.0,293340672.67,5.86,1.01,0.5226,4.7523
301,2024-04-30,21.962496,21.276168,22.06973475,21.2332725,23147180.0,231495557.2,3.76,-0.94,0.4211,-4.2471
301,2024-05-06,21.4906455,21.76946625,21.98394375,21.3190635,25611899.0,258932993.95,3.13,0.49,0.4659,2.3185
301,2024-05-07,21.76946625,21.68367525,21.8338095,21.46919775,15232309.0,153450945.4,1.67,-0.09,0.2771,-0.3941
301,2024-05-08,21.619332,21.29761575,21.72657075,21.2332725,13607129.0,135813275.0,2.27,-0.39,0.2475,-1.7804
301,2024-05-09,21.2332725,21.51209325,21.72657075,21.2332725,14983634.0,150670907.08,2.32,0.21,0.2726,1.007
301,2024-05-10,21.55498875,21.42630225,21.619332,21.16892925,13655671.0,135814031.16,2.09,-0.09,0.2484,-0.3988
301,2024-05-13,21.29761575,21.21182475,21.361959,21.018795,11141100.0,110088550.0,1.6,-0.21,0.2027,-1.001
301,2024-05-14,21.190377,20.9758995,21.29761575,20.933004,13750314.0,134955139.41,1.72,-0.24,0.2501,-1.1122
301,2024-05-15,21.04024275,20.86866075,21.104586,20.69707875,11531833.0,112333507.37,1.94,-0.11,0.2098,-0.5112
301,2024-05-16,20.82576525,20.7185265,20.9758995,20.69707875,10155300.0,98657538.57,1.34,-0.15,0.1847,-0.7194
301,2024-05-17,20.69707875,20.99734725,20.99734725,20.58984,11207838.0,108530715.05,1.97,0.28,0.2039,1.3458
301,2024-05-20,20.99734725,20.847213,21.3190635,20.78286975,14811665.0,145150975.08,2.55,-0.15,0.2694,-0.715
301,2024-05-21,20.8043175,20.3753625,20.8043175,20.2895715,15933106.0,151888515.61,2.47,-0.47,0.2899,-2.2634
301,2024-05-22,20.3753625,20.61128775,20.675631,20.2895715,12640341.0,120973056.18,1.89,0.24,0.2299,1.1579
301,2024-05-23,20.58984,20.1179895,20.61128775,20.05364625,12915003.0,121723810.35,2.71,-0.49,0.2349,-2.3933
301,2024-05-24,19.96785525,19.83916875,20.13943725,19.73193,10980200.0,101892184.0,2.03,-0.28,0.1997,-1.3859
301,2024-05-27,19.92495975,19.6032435,19.92495975,19.302975,14903561.0,135351094.42,3.14,-0.24,0.2711,-1.1892
301,2024-05-28,19.4316615,19.2600795,19.62469125,19.23863175,10361303.0,93707949.04,1.97,-0.34,0.1885,-1.7505
301,2024-05-29,19.19573625,19.4316615,19.66758675,19.19573625,10239275.0,93050552.35,2.45,0.17,0.1863,0.8909
301,2024-05-30,19.4316615,19.41021375,19.62469125,19.32442275,8669403.0,78582047.2,1.55,-0.02,0.1577,-0.1104
301,2024-05-31,19.4316615,19.1742885,19.474557,19.1742885,12172540.0,109589858.6,1.55,-0.24,0.2214,-1.2155
301,2024-06-03,19.0884975,18.80967675,19.19573625,18.616647,14754489.0,129537892.23,3.02,-0.36,0.2684,-1.9016
301,2024-06-04,18.7453335,18.98125875,19.0027065,18.4879605,12028454.0,105302792.91,2.74,0.17,0.2188,0.9122
301,2024-06-05,18.93836325,18.63809475,18.98125875,18.616647,9687868.0,84671201.67,1.92,-0.34,0.1762,-1.8079
301,2024-06-06,18.63809475,18.33782625,18.80967675,18.187692,13272481.0,113833987.93,3.34,-0.3,0.2414,-1.611
301,2024-06-07,18.46802756,18.31611664,18.64164004,18.2293104,13209590.0,111959597.43,2.25,-0.02,0.2403,-0.1183
301,2024-06-11,18.27271352,18.3378182,18.40292288,18.07739948,9742824.0,81827914.05,1.78,0.02,0.1772,0.1185
301,2024-06-12,18.35951976,18.53313224,18.57653536,18.3378182,9449587.0,80578339.97,1.3,0.2,0.1719,1.0651
301,2024-06-13,18.5548338,18.2293104,18.64164004,18.18590728,8838278.0,74623349.2,2.46,-0.3,0.1608,-1.6393
301,2024-06-14,18.18590728,18.05569792,18.18590728,17.75187608,13352187.0,110624191.64,2.38,-0.17,0.2429,-0.9524
301,2024-06-17,17.903787,17.6867714,17.96889168,17.64336828,11386772.0,93280734.98,1.8,-0.37,0.2071,-2.0433
301,2024-06-18,17.59996516,17.83868232,17.92548856,17.59996516,8479401.0,69494724.22,1.84,0.15,0.1543,0.8589
301,2024-06-19,17.83868232,17.62166672,17.92548856,17.5782636,7769708.0,63289824.0,1.95,-0.22,0.1413,-1.2165
301,2024-06-20,17.62166672,17.361248,17.75187608,17.361248,8777471.0,70795402.55,2.22,-0.26,0.1597,-1.4778
301,2024-06-21,17.361248,17.40465112,17.49145736,17.20933708,8254657.0,65968387.14,1.62,0.04,0.1502,0.25
301,2024-06-24,17.33954644,17.10082928,17.361248,16.88381368,11094898.0,87505828.15,2.74,-0.3,0.2018,-1.7456
301,2024-06-25,17.10082928,17.20933708,17.40465112,16.97061992,9364719.0,74241260.6,2.54,0.11,0.1704,0.6345
301,2024-06-26,17.20933708,17.62166672,17.62166672,16.9272168,11440898.0,91224075.2,4.04,0.41,0.2081,2.396
301,2024-06-27,17.5782636,17.2527402,17.6867714,17.20933708,8861400.0,70869343.0,2.71,-0.37,0.1612,-2.0936
301,2024-06-28,17.31784488,17.29614332,17.51315892,17.20933708,6683905.0,53436182.71,1.76,0.04,0.1216,0.2516
301,2024-07-01,17.05742616,17.23103864,17.33954644,16.64509652,12513388.0,97904450.11,4.02,-0.07,0.2276,-0.3764
301,2024-07-02,17.2527402,17.27444176,17.49145736,17.20933708,9642912.0,77048377.66,1.64,0.04,0.1754,0.2519
301,2024-07-03,17.27444176,17.23103864,17.40465112,17.16593396,6092621.0,48513820.53,1.38,-0.04,0.1108,-0.2513
301,2024-07-04,17.27444176,16.97061992,17.31784488,16.9272168,6475400.0,50950982.4,2.27,-0.26,0.1178,-1.5113
301,2024-07-05,16.9272168,17.0357246,17.07912772,16.86211212,6539183.0,51191461.06,1.28,0.07,0.119,0.3836
301,2024-07-08,17.0357246,16.51488716,17.05742616,16.42808092,9709201.0,74460614.61,3.69,-0.52,0.1766,-3.0573
301,2024-07-09,16.44978248,16.44978248,16.6016934,16.0591544,10629949.0,80093584.03,3.29,-0.07,0.1934,-0.3942
301,2024-07-10,16.40637936,16.47148404,16.79700744,16.27617,8310775.0,63435100.75,3.17,0.02,0.1512,0.1319
301,2024-07-11,16.6016934,17.27444176,17.31784488,16.55829028,17185326.0,134830555.68,4.61,0.8,0.3126,4.8748
301,2024-07-12,17.29614332,17.40465112,17.62166672,17.27444176,9608259.0,77176910.93,2.01,0.13,0.1748,0.7538
301,2024-07-15,17.42635268,17.23103864,17.49145736,17.20933708,7429300.0,59211683.0,1.62,-0.17,0.1352,-0.9975
301,2024-07-16,17.18763552,17.2527402,17.31784488,17.10082928,7257469.0,57506242.38,1.26,0.02,0.132,0.1259
301,2024-07-17,17.42635268,17.55656204,17.6867714,17.23103864,16970320.0,136798426.37,2.64,0.3,0.3087,1.761
301,2024-07-18,17.42635268,17.6867714,17.77357764,17.31784488,13040977.0,105678771.32,2.6,0.13,0.2372,0.7417
301,2024-07-19,17.64336828,17.903787,17.92548856,17.44805424,11896380.0,97418807.93,2.7,0.22,0.2164,1.227
301,2024-07-22,17.903787,17.5782636,17.96889168,17.49145736,9413117.0,76783173.83,2.67,-0.33,0.1712,-1.8182
301,2024-07-23,17.51315892,17.16593396,17.70847296,17.16593396,7895900.0,63552366.6,3.09,-0.41,0.1436,-2.3457
301,2024-07-24,17.16593396,16.79700744,17.20933708,16.73190276,8460308.0,65949560.02,2.78,-0.37,0.1539,-2.1492
301,2024-07-25,16.73190276,17.31784488,17.51315892,16.68849964,9854262.0,78124126.86,4.91,0.52,0.1793,3.1008
301,2024-07-26,17.33954644,17.361248,17.44805424,17.2527402,6870810.0,54885791.8,1.13,0.04,0.125,0.2506
301,2024-07-29,17.33954644,17.10082928,17.42635268,17.07912772,5453205.0,43129241.31,2.0,-0.26,0.0992,-1.5
301,2024-07-30,17.07912772,16.9272168,17.10082928,16.84041056,7087507.0,55323660.56,1.52,-0.17,0.1289,-1.0152
301,2024-07-31,16.88381368,17.20933708,17.2527402,16.79700744,13611855.0,107386596.46,2.69,0.28,0.2476,1.6667
333,2024-01-02,279.83217771,279.47361552,281.98355085,277.6295814,23905697.0,1305162003.76,1.56,-0.36,0.3469,-0.1281
333,2024-01-03,279.62728503,278.91016065,280.7029716,277.1173497,20689673.0,1126649739.09,1.28,-0.56,0.3002,-0.2016
333,2024-01-04,279.98584722,283.00801425,283.36657644,278.91016065,26702502.0,1467886384.85,1.6,4.1,0.3875,1.4692
333,2024-01-05,282.7518984,284.8008252,287.25953736,280.95908745,30042877.0,1669357551.21,2.23,1.79,0.436,0.6335
333,2024-01-08,284.8008252,281.727435,284.8008252,279.78095454,27809739.0,1531117698.75,1.76,-3.07,0.4036,-1.0791
333,2024-01-09,280.24196307,282.59822889,283.41779961,277.16857287,21607041.0,1184711711.55,2.22,0.87,0.3136,0.3091
333,2024-01-10,282.59822889,282.85434474,285.67161909,280.90786428,17820813.0,984854746.1,1.69,0.26,0.2586,0.0906
333,2024-01-11,282.85434474,281.727435,284.23737033,280.34440941,21236920.0,1168392664.94,1.38,-1.13,0.3082,-0.3984
333,2024-01-12,281.2152033,281.727435,285.36428007,279.57606186,24361080.0,1343879865.49,2.05,0.0,0.3534,0.0
333,2024-01-15,280.90786428,286.23507396,286.74730566,279.98584722,19124097.0,1063527118.83,2.4,4.51,0.2774,1.6
333,2024-01-16,284.85204837,291.56228364,291.71595315,282.2396667,33730399.0,1903147107.14,3.31,5.33,0.4893,1.8611
333,2024-01-17,290.07681171,288.74500929,293.45754093,288.74500929,26914126.0,1530395102.15,1.62,-2.82,0.3904,-0.9663
333,2024-01-18,290.89638243,288.8986788,291.92084583,282.13722036,39023100.0,2175726535.61,3.39,0.15,0.5661,0.0532
333,2024-01-19,286.849752,287.56687638,289.9231422,286.13262762,29937004.0,1681993909.22,1.31,-1.33,0.4343,-0.461
333,2024-01-22,286.23507396,283.46902278,290.23048122,282.13722036,35980322.0,2017295148.71,2.81,-4.1,0.522,-1.425
333,2024-01-23,284.39103984,288.79623246,290.38415073,280.7029716,28848518.0,1612570165.77,3.42,5.33,0.4185,1.8793
333,2024-01-24,287.61809955,292.94530923,294.22588848,286.95219834,26463721.0,1503303922.9,2.52,4.15,0.3839,1.4367
333,2024-01-25,293.5087641,288.64256295,294.48200433,288.07910808,24963629.0,1412367267.65,2.19,-4.3,0.3621,-1.4688
333,2024-01-26,288.64256295,294.58445067,295.81380675,288.64256295,32745737.0,1874299632.73,2.48,5.94,0.475,2.0586
333,2024-01-29,296.5821543,300.62878473,304.67541516,295.50646773,37498736.0,2204469369.87,3.11,6.04,0.5438,2.0518
333,2024-01-30,300.6800079,298.22129574,303.2411664,297.094386,27373299.0,1604993046.2,2.04,-2.41,0.397,-0.8008
333,2024-01-31,296.63337747,298.37496525,301.90936398,294.12344214,25544153.0,1486711039.1,2.61,0.15,0.3705,0.0515
333,2024-02-01,298.27251891,301.24346277,304.57296882,297.094386,30340175.0,1785789270.81,2.51,2.87,0.44,0.9614
333,2024-02-02,299.6555445,298.37496525,301.60202496,293.55998727,28950504.0,1687829336.99,2.67,-2.87,0.4199,-0.9522
333,2024-02-05,297.094386,304.52174565,305.2900932,296.17236894,46160268.0,2724269122.18,3.06,6.15,0.6694,2.0601
333,2024-02-06,303.54850542,307.08290415,311.38565043,302.31914934,37946385.0,2279549237.76,2.98,2.56,0.5503,0.841
333,2024-02-07,303.70217493,313.02479187,313.33213089,302.37037251,46195919.0,2791586567.03,3.57,5.94,0.67,1.9349
333,2024-02-08,313.94680893,308.82449193,319.42768812,307.23657366,34723180.0,2112587867.05,3.89,-4.2,0.5036,-1.3418
333,2024-02-19,316.0469589,310.4124102,316.0469589,306.36577977,35695854.0,2157379733.25,3.13,1.59,0.5228,0.5142
333,2024-02-20,308.8757151,316.0469589,316.50796743,305.64865539,29630917.0,1807531882.32,3.5,5.63,0.434,1.8152
333,2024-02-21,312.461337,316.09818207,320.40092835,310.82219556,27797182.0,1719403865.94,3.03,0.05,0.4071,0.0162
333,2024-02-22,313.53702357,314.25414795,316.50796743,312.61500651,19259055.0,1180530929.52,1.23,-1.84,0.2821,-0.5834
333,2024-02-23,315.94451256,305.39253954,318.0958857,303.85584444,43093597.0,2580957128.97,4.53,-8.86,0.6311,-2.8199
333,2024-02-26,306.57067245,308.8757151,315.0224955,306.57067245,34097731.0,2070387072.2,2.77,3.48,0.4994,1.1406
333,2024-02-27,310.36118703,317.17386864,317.53243083,307.8512517,28014795.0,1720508594.65,3.13,8.3,0.4103,2.6866
333,2024-02-28,317.583654,316.66163694,319.17157227,312.20522115,25367364.0,1568616988.79,2.2,-0.51,0.3715,-0.1615
333,2024-02-29,317.583654,320.81071371,325.16468316,316.30307475,48920998.0,3071855395.62,2.8,4.15,0.7165,1.3103
333,2024-03-01,325.2671295,330.23577699,330.44066967,322.09129296,32844906.0,2102800960.25,2.6,9.43,0.481,2.9379
333,2024-03-04,332.950605,330.9016782,338.072922,325.2671295,37384392.0,2415284580.13,3.88,0.67,0.5475,0.2016
333,2024-03-05,331.15779405,333.15549768,334.9995318,325.01101365,35525326.0,2288367736.34,3.02,2.25,0.5203,0.6811
333,2024-03-06,332.4383733,330.44066967,335.66543301,329.3649831,21923001.0,1422222516.43,1.89,-2.71,0.3211,-0.8149
333,2024-03-07,330.13333065,337.0484586,341.40242805,328.8527514,30634033.0,2020641414.39,3.8,6.61,0.4486,1.9997
333,2024-03-08,337.40702079,338.5851537,340.58285733,332.33592696,26125410.0,1714883400.95,2.45,1.54,0.3822,0.4559
333,2024-03-11,338.53393053,335.10197814,338.5851537,330.69678552,28027002.0,1826293591.58,2.33,-3.48,0.41,-1.0287
333,2024-03-12,334.74341595,328.49418921,334.74341595,322.96208685,50739915.0,3241294650.71,3.52,-6.61,0.7422,-1.9719
333,2024-03-13,326.08670022,328.18685019,329.51865261,322.705971,32723164.0,2084900581.88,2.07,-0.31,0.4787,-0.0936
333,2024-03-14,327.11116362,330.3894465,331.67002575,325.7793612,31531677.0,2026233407.14,1.79,2.2,0.4612,0.6711
333,2024-03-15,329.82599163,327.93073434,330.3894465,324.2426661,25463904.0,1624685427.44,1.86,-2.46,0.3725,-0.7442
333,2024-03-18,327.21360996,319.42768812,327.26483313,319.37646495,42501113.0,2667915013.67,2.41,-8.5,0.6217,-2.5929
333,2024-03-19,318.6081174,320.6570442,323.32064904,318.45444789,29794618.0,1867932283.73,1.52,1.23,0.4358,0.3849
333,2024-03-20,318.6081174,316.96897596,320.1448125,314.5102638,37790890.0,2337851554.39,1.76,-3.69,0.5528,-1.1502
333,2024-03-21,317.12264547,310.15629435,317.78854668,308.00492121,39189153.0,2377326996.2,3.09,-6.81,0.5732,-2.1493
333,2024-03-22,310.20751752,320.75949054,320.91316005,309.9001785,43156777.0,2671677604.67,3.55,10.6,0.6313,3.4187
333,2024-03-25,318.55689423,322.1937393,326.08670022,316.45674426,26903326.0,1694247611.48,3.0,1.43,0.3935,0.4471
333,2024-03-26,319.17157227,321.27172224,323.98655025,319.17157227,25353749.0,1591428438.39,1.49,-0.92,0.3709,-0.2862
333,2024-03-27,320.29848201,326.13792339,332.33592696,320.19603567,34842794.0,2227887825.25,3.78,4.87,0.5097,1.5147
333,2024-03-28,329.00642091,330.79923186,334.94830863,323.62798806,45185411.0,2915943394.08,3.47,4.66,0.661,1.4292
333,2024-03-29,330.79923186,328.95519774,336.68989641,326.08670022,25468858.0,1638381689.95,3.21,-1.84,0.3726,-0.5574
333,2024-04-01,330.3894465,339.19983174,339.50717076,328.3405197,32771225.0,2146737286.06,3.39,10.24,0.4794,3.1143
333,2024-04-02,338.072922,339.35350125,340.78775001,336.79234275,22653632.0,1497277780.33,1.18,0.15,0.3314,0.0453
333,2024-04-03,339.0973854,341.81221341,342.6830073,337.97047566,20626495.0,1370613982.65,1.39,2.46,0.3017,0.7245
333,2024-04-08,341.76099024,334.58974644,342.42689145,331.26024039,32434492.0,2125546168.65,3.27,-7.22,0.4744,-2.113
333,2024-04-09,332.950605,333.15549768,336.0239952,332.02858794,19478279.0,1270147986.31,1.19,-1.43,0.2849,-0.4287
333,2024-04-10,332.28470379,333.82139889,339.0973854,330.69678552,18081970.0,1184377719.41,2.52,0.67,0.2645,0.1999
333,2024-04-11,332.69448915,333.30916719,337.81680615,330.95290137,19004769.0,1239842457.97,2.06,-0.51,0.278,-0.1534
333,2024-04-12,332.89938183,332.38715013,336.0239952,330.79923186,21734388.0,1414407755.38,1.57,-0.92,0.3179,-0.2766
333,2024-04-15,332.38715013,342.37566828,343.195239,331.46513307,31783741.0,2102897320.7,3.53,9.99,0.4649,3.0051
333,2024-04-16,342.06832926,349.90547427,352.26174009,340.99264269,39191380.0,2659237097.09,3.29,7.53,0.5733,2.1993
333,2024-04-17,348.317556,351.28849986,352.4154096,343.09279266,24549649.0,1664966380.0,2.66,1.38,0.3591,0.3953
333,2024-04-18,351.28849986,358.56219,365.37487161,350.26403646,39542136.0,2777734456.54,4.3,7.27,0.5784,2.0706
333,2024-04-19,355.64246931,358.56219,361.53313386,355.64246931,28812335.0,2017233099.5,1.64,0.0,0.4215,0.0
333,2024-04-22,359.5866534,358.45974366,364.65774723,356.0010315,28943754.0,2032072605.39,2.41,-0.1,0.4232,-0.0286
333,2024-04-23,357.69139611,350.31525963,358.56219,346.21740603,38217940.0,2605557574.87,3.44,-8.14,0.5588,-2.2721
333,2024-04-24,350.05914378,347.8053243,351.59583888,341.91465975,30783047.0,2079963045.53,2.76,-2.51,0.4501,-0.7165
333,2024-04-25,343.86114021,349.54691208,351.18605352,343.86114021,22033298.0,1500859467.9,2.11,1.74,0.3222,0.5007
333,2024-04-26,349.59813525,350.21281329,351.64706205,345.34661214,24225747.0,1650078937.5,1.8,0.67,0.3542,0.1905
333,2024-04-29,349.8542511,349.3420194,352.82519496,344.37337191,33226398.0,2264197665.48,2.41,-0.87,0.4858,-0.2486
333,2024-04-30,342.37566828,357.43528026,364.45285455,342.1707756,57131843.0,3988190597.55,6.38,8.09,0.835,2.3167
333,2024-05-06,361.1233485,363.73573017,366.04077282,356.76937905,46179914.0,3263609833.49,2.59,6.3,0.675,1.7627
333,2024-05-07,362.71126677,364.1967387,370.49718861,361.73802654,30431457.0,2176139138.45,2.41,0.46,0.4448,0.1267
333,2024-05-08,361.1233485,362.40392775,365.42609478,360.55989363,17661960.0,1252248295.46,1.34,-1.79,0.2581,-0.4923
333,2024-05-09,363.684507,368.03847645,370.54841178,361.73802654,28571831.0,2046734809.61,2.43,5.63,0.4176,1.5548
333,2024-05-10,369.8312874,368.19214596,370.49718861,365.42609478,22487905.0,1616063316.04,1.38,0.15,0.3286,0.0418
333,2024-05-13,368.19214596,372.44366907,373.87791783,362.1478119,27167410.0,1965130432.85,3.19,4.25,0.397,1.1547
333,2024-05-14,372.28999956,362.86493628,373.36568613,359.5866534,39923610.0,2827063811.33,3.7,-9.58,0.5834,-2.5719
333,2024-05-15,366.287173,373.02471808,374.8427858,364.20174238,30189455.0,2090761785.82,2.93,10.16,0.4412,2.7999
333,2024-05-16,373.02471808,370.77886972,373.2386084,367.8913504,24600403.0,1703048548.24,1.43,-2.25,0.3595,-0.6021
333,2024-05-17,367.78440524,363.77396174,371.634431,355.69960216,41848256.0,2828611122.66,4.3,-7.0,0.6116,-1.8892
333,2024-05-20,358.31975858,355.96696506,362.97187304,354.04195218,42643037.0,2846862348.52,2.45,-7.81,0.6232,-2.1461
333,2024-05-21,354.36278766,355.8600199,359.8704634,353.9884796,24358794.0,1626841822.28,1.65,-0.11,0.356,-0.03
333,2024-05-22,354.73709572,349.76414578,355.80654732,349.22941998,26105215.0,1715205331.79,1.85,-6.1,0.3815,-1.713
333,2024-05-23,349.7106732,351.52874092,353.93500702,347.57177,24096149.0,1582459055.38,1.82,1.76,0.3521,0.5045
333,2024-05-24,349.7106732,356.23432796,358.15934084,348.1064958,25926968.0,1724580966.82,2.86,4.71,0.3789,1.3386
333,2024-05-27,355.592657,361.42116822,365.11077624,350.45928932,30546219.0,2062139516.42,4.11,5.19,0.4464,1.456
333,2024-05-28,361.4746408,358.42670374,362.43714724,355.592657,19173667.0,1284865352.19,1.89,-2.99,0.2802,-0.8285
333,2024-05-29,356.1273828,352.1169393,359.3357376,350.245399,24132098.0,1590410760.91,2.54,-6.31,0.3527,-1.7604
333,2024-05-30,351.36832318,348.53427644,353.93500702,348.32038612,19358623.0,1269509292.14,1.59,-3.58,0.2829,-1.0175
333,2024-05-31,348.58774902,346.28842808,350.61970706,345.1655039,26129419.0,1696172930.47,1.56,-2.25,0.3819,-0.6444
333,2024-06-03,346.93009904,347.67871516,354.5232054,343.66827166,35755629.0,2337233616.39,3.13,1.39,0.5225,0.4015
333,2024-06-04,347.51829742,345.86064744,347.51829742,339.0161572,30621198.0,1969401516.25,2.45,-1.82,0.4475,-0.5229
333,2024-06-05,345.1655039,341.79673136,348.6412216,341.1550604,28331925.0,1825603149.54,2.16,-4.06,0.414,-1.175
333,2024-06-06,341.1550604,351.63568608,353.07944574,341.1550604,43603719.0,2848032776.87,3.49,9.84,0.6372,2.8786
333,2024-06-07,348.6412216,348.42733128,349.9780361,340.67380718,40064590.0,2591739293.28,2.65,-3.21,0.5855,-0.9124
333,2024-06-11,344.898141,347.57177,355.592657,343.18701844,33689664.0,2188026771.58,3.56,-0.86,0.4923,-0.2455
333,2024-06-12,346.71620872,348.42733128,351.52874092,345.05855874,25707199.0,1675974671.31,1.86,0.86,0.3757,0.2462
333,2024-06-13,349.22941998,341.79673136,349.9780361,340.40644428,27485047.0,1763239543.63,2.75,-6.63,0.4017,-1.903
333,2024-06-14,339.60435558,350.83359738,351.63568608,339.550883,37924447.0,2468107111.36,3.54,9.04,0.5542,2.6439
333,2024-06-17,351.63568608,345.05855874,351.63568608,343.18701844,25335808.0,1639603938.51,2.41,-5.78,0.37,-1.6461
333,2024-06-18,343.8286894,346.71620872,348.58774902,340.45991686,21867469.0,1409611739.3,2.36,1.66,0.3193,0.4804
333,2024-06-19,346.34190066,342.224512,347.99955064,335.8078024,34699957.0,2206055297.91,3.52,-4.49,0.5068,-1.2955
333,2024-06-20,341.6897862,344.73772326,346.2349555,339.76477332,28085788.0,1806800937.96,1.89,2.51,0.4102,0.7344
